name,city,state,basic2021_carnegie,sizeset2021_carnegie,control_carnegie,enrprofile2021_carnegie,locale_carnegie
West Hills College-Lemoore,Lemoore,CA,2,3,1,1,41
West Kentucky Community and Technical College,Paducah,KY,8,3,1,1,33
West Liberty University,West Liberty,WV,19,11,1,4,41
West Los Angeles College,Culver City,CA,14,12,1,2,21
West Shore Community College,Scottville,MI,6,2,1,1,42
West Texas A & M University,Canyon,TX,18,13,1,4,31
West Valley College,Saratoga,CA,2,3,1,1,21
West Virginia Junior College-Bridgeport,Bridgeport,WV,10,1,3,1,32
West Virginia Junior College-Charleston,Cross Lanes,WV,7,1,3,1,22
West Virginia Junior College-Morgantown,Morgantown,WV,8,2,3,1,13
West Virginia Junior College-United Career Institute,Mount Braddock,PA,10,1,3,1,41
West Virginia Northern Community College,Wheeling,WV,8,2,1,1,13
West Virginia School of Osteopathic Medicine,Lewisburg,WV,25,18,1,7,32
West Virginia State University,Institute,WV,20,9,1,3,22
West Virginia University,Morgantown,WV,15,16,1,4,13
West Virginia University at Parkersburg,Parkersburg,WV,23,9,1,2,23
West Virginia University Institute of Technology,Beckley,WV,22,10,1,2,13
West Virginia Wesleyan College,Buckhannon,WV,22,11,2,3,33
Westcliff University,Irvine,CA,29,12,3,6,11
Western Carolina University,Cullowhee,NC,17,16,1,4,32
Western Colorado University,Gunnison,CO,19,11,1,4,33
Western Connecticut State University,Danbury,CT,19,13,1,3,13
Western Dakota Technical College,Rapid City,SD,8,2,1,1,41
Western Governors University,Salt Lake City,UT,18,15,2,5,21
Western Illinois University,Macomb,IL,18,13,1,4,33
Western Iowa Tech Community College,Sioux City,IA,9,3,1,1,13
Western Kentucky University,Bowling Green,KY,17,16,1,3,13
Western Michigan University,Kalamazoo,MI,16,16,1,4,13
Western Michigan University Homer Stryker M.D. School of Medicine,Kalamazoo,MI,25,18,2,7,13
